Review_Text,Sentiment
"Hotel is very neat and clean, breakfast was very tasty and lot of varieties were there. Staff is very polite. Its a pure vegetarian hotel but nearby we are having good option to have non veg. Two to 3 malls are nearby only.",3
"Except for Location, there is no value for money. Poor Service. No hot water. Not provided proper linen. Despite complaint to Front Desk, no action was taken, No alternative room was provided. Due to proximity to US Consulate, we have stayed there. Else a Strict NO.",1
Hotel is very nice with pleasant ambiance.. Rooms are very good.. Only problem is with hot water.. We will not get hot water continuously.. Have to cal them many times and after half an hr we get them.. Complimentary breakfast provided is not of good quality.. Apart these two it is very nice hotel to stay.. It is very close to beach and also malls.,3
Nice hotel,3
From airport and central station reachable distance service and neatness is good location is excellent no pollution calm and silent hotel rent affordable,3
"Good neat and clean. Centrally located near to railway station, near to beach. Veg hotel and worth staying for the tariff. Rooms are good and near to mylapore temple. For family stay is also good. Good restaurant with only veg. No egg also they make. Pure veg",3
"Nice place to stay, center of Chennai, parking facilities good, cleanliness is good more is needed, noisy at night, light was coming inside the room while sleeping curtains need to prevent light entry needs to be done, little expensive for the facilities, food for breakfast, more needs to be done.",3
"Too good. Centrally located, clean rooms, fantastic hospitality, uber and OLA cabs can reach easily, beaches are just 2 kms away, decent locality, good food, fine dine and bar, awesome service, cool ambience etc....",3
The hotel is located very ideally which makes it easily accessible for people travelling for work. The hotel rooms are decent and clean. Service needs improvise though the staff are friendly. Booking the room through make my trip was a brilliant experience and with the fantastic offers the deal seemed very appealing.,3
"This was my second visit to DP. My first one was good so I booked the same hotel for my 2nd visit. But this time the experience was pathetic. There was cockroaches on the dining table at Olives. The toilet sink was open and stinking every time the tap was open, no hot water on both days, the bathroom door doesn't lock, corridor doesn't smell fresh. Dont ever order their in -room food. Its ultra expensive and not good.",2
Food facility was available at this hotel. The food quality was good. The hotel was nearby the mall. The behaviour of staff's and executive was good. I had visited this hotel with my family. Parking facility was available at this hotel. Gym facility was available at this hotel. The appearance of the hotel was good. The check in and checkout service was done on time. Wi-Fi service was available at this hotel. The hotel was value for money.,3
Deccan Plaza,3
". .........................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,...............,,,,,,,,,,,...............,,,,,,,,,,,",3
Good one. But not so good for the money which you are paying there. Especially for the food. But service was good and room was very good. I will recommend this hotel to others as it's got a good location and easily accessible.,3
"I booked this hotel for 1 night on 18th May, the hotel and its staff are very well mannered and helpful, in all a pleasant stay, thanks to Makemytrip and Deccan Plaza and veg breakfast buffet is very good, rooms are OK. Cons:- The bed-sheet had stains which was changed on informing.",3
